,군집1,군집2,군집3,군집4,군집5
피부타입_건성에_좋아요,0.35003267262034415,0.27513408650005705,0.0545876887340302,0.3392350091865709,0.21640453912004778
피부타입_복합성에_좋아요,0.5109997821825311,0.5129521853246605,0.137824235385211,0.35756639385334893,0.4559028469042405
피부타입_지성에_좋아요,0.11827488564582879,0.1704895583704211,0.05420054200542006,0.07144646734591616,0.1747959386820625
